"year","state","fips","totalvotes","DEMOCRAT","REPUBLICAN","OTHER","lagDEM","lagREP","lagOTH"
1996,"ME","23031",82979,42317,26594,14068,35507,32241,26815
2000,"ME","23031",94550,46618,42304,5628,42317,26594,14068
2004,"ME","23031",110033,58702,49526,1805,46618,42304,5628
2008,"ME","23031",109161,64799,42389,1973,58702,49526,1805
2012,"ME","23031",107627,61492,43879,2256,64799,42389,1973
2016,"ME","23031",113962,55828,50388,7746,61492,43879,2256
2020,"ME","23031",129659,71189,54817,3653,55828,50388,7746
1948,"MD","24001",29335,14398,14375,562,NA,NA,NA
1952,"MD","24001",33762,14529,19186,47,14398,14375,562
1956,"MD","24001",31014,10775,20239,0,14529,19186,47
1960,"MD","24001",34190,13701,20489,0,10775,20239,0
1964,"MD","24001",32809,20425,12384,0,13701,20489,0
1968,"MD","24001",31910,13227,13561,5122,20425,12384,0
1972,"MD","24001",32048,10808,20687,553,13227,13561,5122
1976,"MD","24001",31402,15967,15435,0,10808,20687,553
1980,"MD","24001",31484,12167,17512,1805,15967,15435,0
1984,"MD","24001",31223,11143,19763,317,12167,17512,1805
1988,"MD","24001",29503,11844,17462,197,11143,19763,317
1992,"MD","24001",30595,11501,13862,5232,11844,17462,197
1996,"MD","24001",26001,11025,12136,2840,11501,13862,5232
2000,"MD","24001",26371,10894,14656,821,11025,12136,2840
2004,"MD","24001",29855,10576,18980,299,10894,14656,821
2008,"MD","24001",29742,10693,18405,644,10576,18980,299
2012,"MD","24001",29850,9805,19230,815,10693,18405,644
2016,"MD","24001",30648,7875,21270,1503,9805,19230,815
2020,"MD","24001",30641,9158,20886,597,7875,21270,1503
1948,"MD","24003",20274,8713,10973,588,NA,NA,NA
1952,"MD","24003",38300,14739,23273,288,8713,10973,588
1956,"MD","24003",44510,15888,28622,0,14739,23273,288
1960,"MD","24003",56658,26063,30595,0,15888,28622,0
1964,"MD","24003",64706,37981,26725,0,26063,30595,0
1968,"MD","24003",77625,25381,36557,15687,37981,26725,0
1972,"MD","24003",99239,26082,71707,1450,25381,36557,15687
1976,"MD","24003",115704,54351,61353,0,26082,71707,1450
1980,"MD","24003",131632,50780,69443,11409,54351,61353,0
1984,"MD","24003",142591,47565,94171,855,50780,69443,11409
1988,"MD","24003",155101,55440,98540,1121,47565,94171,855
1992,"MD","24003",185634,68629,81467,35538,55440,98540,1121
1996,"MD","24003",171685,72147,83574,15964,68629,81467,35538
2000,"MD","24003",200657,89624,104209,6824,72147,83574,15964
2004,"MD","24003",239667,103324,133231,3112,89624,104209,6824
2008,"MD","24003",259619,125015,129682,4922,103324,133231,3112
2012,"MD","24003",260155,126635,126832,6688,125015,129682,4922
2016,"MD","24003",269979,128419,122403,19157,126635,126832,6688
2020,"MD","24003",309617,172823,127821,8973,128419,122403,19157
1948,"MD","24005",328380,166498,152725,9157,NA,NA,NA
1952,"MD","24005",130858,48476,81898,484,166498,152725,9157
1956,"MD","24005",152291,48270,104021,0,48476,81898,484
1960,"MD","24005",190423,94396,96027,0,48270,104021,0
1964,"MD","24005",195023,117153,77870,0,94396,96027,0
1968,"MD","24005",219011,80798,108930,29283,117153,77870,0
1972,"MD","24005",250224,70309,175897,4018,80798,108930,29283
1976,"MD","24005",261798,118505,143293,0,70309,175897,4018
1980,"MD","24005",279917,121280,132490,26147,118505,143293,0
1984,"MD","24005",280428,106908,171929,1591,121280,132490,26147
1988,"MD","24005",287295,121570,163881,1844,106908,171929,1591
1992,"MD","24005",323220,143498,126728,52994,121570,163881,1844
1996,"MD","24005",269968,132599,114449,22920,143498,126728,52994
2000,"MD","24005",304084,160635,133033,10416,132599,114449,22920
2004,"MD","24005",353479,182474,166051,4954,160635,133033,10416
2008,"MD","24005",380938,214151,158714,8073,182474,166051,4954
2012,"MD","24005",384782,220322,154908,9552,214151,158714,8073
2016,"MD","24005",390605,218412,149477,22716,220322,154908,9552
2020,"MD","24005",414932,258409,146202,10321,218412,149477,22716
1948,"MD","24009",3805,1851,1919,35,NA,NA,NA
1952,"MD","24009",5012,2209,2769,34,1851,1919,35
1956,"MD","24009",4730,1966,2764,0,2209,2769,34
1960,"MD","24009",4708,2535,2173,0,1966,2764,0
1964,"MD","24009",5100,3335,1765,0,2535,2173,0
1968,"MD","24009",5449,2032,1946,1471,3335,1765,0
1972,"MD","24009",6344,2232,4024,88,2032,1946,1471
1976,"MD","24009",8065,4626,3439,0,2232,4024,88
1980,"MD","24009",10870,4745,5440,685,4626,3439,0
1984,"MD","24009",13840,5455,8303,82,4745,5440,685
1988,"MD","24009",17397,6376,10956,65,5455,8303,82
1992,"MD","24009",23249,8619,10026,4604,6376,10956,65
1996,"MD","24009",23566,10008,11509,2049,8619,10026,4604
2000,"MD","24009",29806,12986,16004,816,10008,11509,2049
2004,"MD","24009",39351,15967,23017,367,12986,16004,816
2008,"MD","24009",44057,20299,23095,663,15967,23017,367
2012,"MD","24009",45518,20529,23952,1037,20299,23095,663
2016,"MD","24009",47393,18225,26176,2992,20529,23952,1037
2020,"MD","24009",49112,22587,25346,1179,18225,26176,2992
1948,"MD","24011",5208,2430,2746,32,NA,NA,NA
1952,"MD","24011",6899,2733,4155,11,2430,2746,32
1956,"MD","24011",6910,2702,4208,0,2733,4155,11
1960,"MD","24011",7079,3381,3698,0,2702,4208,0
1964,"MD","24011",6406,3710,2696,0,3381,3698,0
1968,"MD","24011",6231,1697,3120,1414,3710,2696,0
1972,"MD","24011",5948,1567,4325,56,1697,3120,1414
1976,"MD","24011",6131,3017,3114,0,1567,4325,56
1980,"MD","24011",6765,2833,3582,350,3017,3114,0
1984,"MD","24011",7099,2198,4876,25,2833,3582,350
1988,"MD","24011",7123,2440,4661,22,2198,4876,25
1992,"MD","24011",8459,2822,3856,1781,2440,4661,22
1996,"MD","24011",8177,3251,3874,1052,2822,3856,1781
2000,"MD","24011",8952,3396,5300,256,3251,3874,1052
2004,"MD","24011",11356,3810,7396,150,3396,5300,256
2008,"MD","24011",13218,4971,8015,232,3810,7396,150
2012,"MD","24011",13357,4970,8098,289,4971,8015,232
2016,"MD","24011",14111,4009,9368,734,4970,8098,289
2020,"MD","24011",15794,5095,10283,416,4009,9368,734
1948,"MD","24013",12333,4226,8003,104,NA,NA,NA
1952,"MD","24013",16522,4934,11563,25,4226,8003,104
1956,"MD","24013",16172,4423,11749,0,4934,11563,25
1960,"MD","24013",17208,5763,11445,0,4423,11749,0
1964,"MD","24013",16783,8451,8332,0,5763,11445,0
1968,"MD","24013",19631,4658,11888,3085,8451,8332,0
1972,"MD","24013",21808,4408,16847,553,4658,11888,3085
1976,"MD","24013",25601,9940,15661,0,4408,16847,553
1980,"MD","24013",32940,10393,19859,2688,9940,15661,0
1984,"MD","24013",36199,8898,27230,71,10393,19859,2688
1988,"MD","24013",43747,12368,31224,155,8898,27230,71
1992,"MD","24013",54930,15447,28405,11078,12368,31224,155
1996,"MD","24013",52997,17122,30316,5559,15447,28405,11078
2000,"MD","24013",64027,20146,41742,2139,17122,30316,5559
2004,"MD","24013",79349,22974,55275,1100,20146,41742,2139
2008,"MD","24013",84760,28060,54503,2197,22974,55275,1100
2012,"MD","24013",87536,27939,56761,2836,28060,54503,2197
2016,"MD","24013",91832,26567,58215,7050,27939,56761,2836
2020,"MD","24013",100327,36456,60218,3653,26567,58215,7050
1948,"MD","24015",8236,4323,3866,47,NA,NA,NA
1952,"MD","24015",12098,5590,6482,26,4323,3866,47
1956,"MD","24015",12153,4936,7217,0,5590,6482,26
1960,"MD","24015",13433,6065,7368,0,4936,7217,0
1964,"MD","24015",13184,7854,5330,0,6065,7368,0
1968,"MD","24015",14214,4517,6462,3235,7854,5330,0
1972,"MD","24015",15191,4113,10759,319,4517,6462,3235
1976,"MD","24015",16783,8950,7833,0,4113,10759,319
1980,"MD","24015",18846,7937,9673,1236,8950,7833,0
1984,"MD","24015",19885,6681,13111,93,7937,9673,1236
1988,"MD","24015",21155,7807,13224,124,6681,13111,93
1992,"MD","24015",27319,10232,10784,6303,7807,13224,124
1996,"MD","24015",24460,10144,10885,3431,10232,10784,6303
2000,"MD","24015",28876,12327,15494,1055,10144,10885,3431
2004,"MD","24015",37674,14680,22556,438,12327,15494,1055
2008,"MD","24015",42494,17665,23855,974,14680,22556,438
2012,"MD","24015",42480,16557,24806,1117,17665,23855,974
2016,"MD","24015",45259,13650,28868,2741,16557,24806,1117
2020,"MD","24015",47462,16809,29439,1214,13650,28868,2741
1948,"MD","24017",4621,1878,2703,40,NA,NA,NA
1952,"MD","24017",7721,3338,4334,49,1878,2703,40
1956,"MD","24017",9019,3931,5088,0,3338,4334,49
1960,"MD","24017",10042,5482,4560,0,3931,5088,0
1964,"MD","24017",10001,6546,3455,0,5482,4560,0
1968,"MD","24017",12065,4247,4645,3173,6546,3455,0
1972,"MD","24017",14353,4502,9665,186,4247,4645,3173
1976,"MD","24017",17317,9525,7792,0,4502,9665,186
1980,"MD","24017",22020,8887,11807,1326,9525,7792,0
1984,"MD","24017",26460,10264,16132,64,8887,11807,1326
1988,"MD","24017",32764,11823,20828,113,10264,16132,64
1992,"MD","24017",38454,14498,17293,6663,11823,20828,113
1996,"MD","24017",35823,15890,17432,2501,14498,17293,6663
2000,"MD","24017",44592,21873,21768,951,15890,17432,2501
2004,"MD","24017",58241,29354,28442,445,21873,21768,951
2008,"MD","24017",70127,43635,25732,760,29354,28442,445
2012,"MD","24017",75222,48774,25178,1270,43635,25732,760
2016,"MD","24017",78294,49341,25614,3339,48774,25178,1270
2020,"MD","24017",89498,62171,25579,1748,49341,25614,3339
1948,"MD","24019",8351,4507,3751,93,NA,NA,NA
1952,"MD","24019",10499,4823,5524,152,4507,3751,93
1956,"MD","24019",9542,3733,5809,0,4823,5524,152
1960,"MD","24019",9590,4964,4626,0,3733,5809,0
1964,"MD","24019",9891,4564,5327,0,4964,4626,0
1968,"MD","24019",10114,2714,4183,3217,4564,5327,0
1972,"MD","24019",9149,2136,6859,154,2714,4183,3217
1976,"MD","24019",9296,4528,4768,0,2136,6859,154
1980,"MD","24019",10550,4908,5160,482,4528,4768,0
1984,"MD","24019",9981,3160,6699,122,4908,5160,482
1988,"MD","24019",10140,3709,6343,88,3160,6699,122
1992,"MD","24019",10957,3933,4934,2090,3709,6343,88
1996,"MD","24019",10054,4613,4337,1104,3933,4934,2090
2000,"MD","24019",11392,5232,5847,313,4613,4337,1104
2004,"MD","24019",13339,5411,7801,127,5232,5847,313
2008,"MD","24019",15274,6912,8168,194,5411,7801,127
2012,"MD","24019",15444,7257,7976,211,6912,8168,194
2016,"MD","24019",15223,6245,8413,565,7257,7976,211
2020,"MD","24019",15977,6857,8764,356,6245,8413,565
1948,"MD","24021",17197,7142,9934,121,NA,NA,NA
1952,"MD","24021",22451,7851,14562,38,7142,9934,121
1956,"MD","24021",22006,7619,14387,0,7851,14562,38
1960,"MD","24021",23319,9910,13408,1,7619,14387,0
1964,"MD","24021",23812,14548,9264,0,9910,13408,1
1968,"MD","24021",26313,8316,13649,4348,14548,9264,0
1972,"MD","24021",28651,8235,19907,509,8316,13649,4348
1976,"MD","24021",32483,14542,17941,0,8235,19907,509
1980,"MD","24021",39130,13629,22033,3468,14542,17941,0
1984,"MD","24021",43113,13411,29606,96,13629,22033,3468
1988,"MD","24021",49867,17061,32575,231,13411,29606,96
1992,"MD","24021",64691,21848,31290,11553,17061,32575,231
1996,"MD","24021",65303,25081,34494,5728,21848,31290,11553
2000,"MD","24021",78661,30725,45350,2586,25081,34494,5728
2004,"MD","24021",100594,39503,59934,1157,30725,45350,2586
2008,"MD","24021",111186,54013,55170,2003,39503,59934,1157
2012,"MD","24021",117115,55146,58798,3171,54013,55170,2003
2016,"MD","24021",125639,56522,59522,9595,55146,58798,3171
2020,"MD","24021",145615,77675,63682,4258,56522,59522,9595
1948,"MD","24023",5496,1909,3536,51,NA,NA,NA
1952,"MD","24023",7279,2281,4980,18,1909,3536,51
1956,"MD","24023",7600,2045,5555,0,2281,4980,18
1960,"MD","24023",7414,2357,5057,0,2045,5555,0
1964,"MD","24023",7139,3515,3624,0,2357,5057,0
1968,"MD","24023",6772,1933,4021,818,3515,3624,0
1972,"MD","24023",7154,1510,5480,164,1933,4021,818
1976,"MD","24023",7972,3332,4640,0,1510,5480,164
1980,"MD","24023",8545,2708,5475,362,3332,4640,0
1984,"MD","24023",9477,2386,7042,49,2708,5475,362
1988,"MD","24023",9282,2557,6665,60,2386,7042,49
1992,"MD","24023",10580,2856,5714,2010,2557,6665,60
1996,"MD","24023",9786,3121,5400,1265,2856,5714,2010
2000,"MD","24023",10655,2872,7514,269,3121,5400,1265
2004,"MD","24023",12484,3291,9085,108,2872,7514,269
2008,"MD","24023",12872,3736,8903,233,3291,9085,108
2012,"MD","24023",13157,3124,9743,290,3736,8903,233
2016,"MD","24023",14009,2567,10776,666,3124,9743,290
2020,"MD","24023",15611,3281,12002,328,2567,10776,666
1948,"MD","24025",11750,5494,6168,88,NA,NA,NA
1952,"MD","24025",17659,6809,10770,80,5494,6168,88
1956,"MD","24025",19245,6588,12657,0,6809,10770,80
1960,"MD","24025",21383,9293,12090,0,6588,12657,0
1964,"MD","24025",23518,13550,9968,0,9293,12090,0
1968,"MD","24025",30691,9914,15799,4978,13550,9968,0
1972,"MD","24025",34366,8737,25141,488,9914,15799,4978
1976,"MD","24025",44199,19890,24309,0,8737,25141,488
1980,"MD","24025",50941,20042,26713,4186,19890,24309,0
1984,"MD","24025",54642,17133,37382,127,20042,26713,4186
1988,"MD","24025",58566,19803,38493,270,17133,37382,127
1992,"MD","24025",80687,27164,36350,17173,19803,38493,270
1996,"MD","24025",78191,29779,39686,8726,27164,36350,17173
2000,"MD","24025",91424,35665,52862,2897,29779,39686,8726
2004,"MD","24025",112728,39685,71565,1478,35665,52862,2897
2008,"MD","24025",123295,48552,71751,2992,39685,71565,1478
2012,"MD","24025",125954,49729,72911,3314,48552,71751,2992
2016,"MD","24025",133640,47077,77860,8703,49729,72911,3314
2020,"MD","24025",148186,63095,80930,4161,47077,77860,8703
1948,"MD","24027",6028,2725,3113,190,NA,NA,NA
1952,"MD","24027",9302,3693,5497,112,2725,3113,190
1956,"MD","24027",10133,3599,6534,0,3693,5497,112
1960,"MD","24027",12465,5412,7051,2,3599,6534,0
1964,"MD","24027",15018,8185,6833,0,5412,7051,2
1968,"MD","24027",18505,5752,9957,2796,8185,6833,0
1972,"MD","24027",30316,10668,19265,383,5752,9957,2796
1976,"MD","24027",41733,20533,21200,0,10668,19265,383
1980,"MD","24027",51599,20702,24272,6625,20533,21200,0
1984,"MD","24027",61688,25713,35641,334,20702,24272,6625
1988,"MD","24027",78530,34007,44153,370,25713,35641,334
1992,"MD","24027",99798,44763,38594,16441,34007,44153,370
1996,"MD","24027",95508,47569,40849,7090,44763,38594,16441
2000,"MD","24027",112779,58556,49809,4414,47569,40849,7090
2004,"MD","24027",133810,72257,59724,1829,58556,49809,4414
2008,"MD","24027",145233,87120,55393,2720,72257,59724,1829
2012,"MD","24027",153108,91393,57758,3957,87120,55393,2720
2016,"MD","24027",162092,102597,47484,12011,91393,57758,3957
2020,"MD","24027",183062,129433,48390,5239,102597,47484,12011
1948,"MD","24029",5048,2524,2489,35,NA,NA,NA
1952,"MD","24029",6171,2504,3656,11,2524,2489,35
1956,"MD","24029",6125,2378,3747,0,2504,3656,11
1960,"MD","24029",6343,3079,3264,0,2378,3747,0
1964,"MD","24029",6121,4113,2008,0,3079,3264,0
1968,"MD","24029",6335,2243,2946,1146,4113,2008,0
1972,"MD","24029",6271,2168,4036,67,2243,2946,1146
1976,"MD","24029",6032,3211,2821,0,2168,4036,67
1980,"MD","24029",6304,2986,2889,429,3211,2821,0
1984,"MD","24029",6323,2390,3897,36,2986,2889,429
1988,"MD","24029",6732,2925,3761,46,2390,3897,36
1992,"MD","24029",7628,3093,3094,1441,2925,3761,46
1996,"MD","24029",6998,3207,3055,736,3093,3094,1441
2000,"MD","24029",8085,3627,4155,303,3207,3055,736
2004,"MD","24029",9285,4278,4900,107,3627,4155,303
2008,"MD","24029",10020,4953,4905,162,4278,4900,107
2012,"MD","24029",9904,4842,4870,192,4953,4905,162
2016,"MD","24029",10015,4575,4876,564,4842,4870,192
2020,"MD","24029",10794,5329,5195,270,4575,4876,564
1948,"MD","24031",38407,14336,23174,897,NA,NA,NA
1952,"MD","24031",76653,28381,47805,467,14336,23174,897
1956,"MD","24031",99107,42606,56501,0,28381,47805,467
1960,"MD","24031",128704,66025,62679,0,42606,56501,0
1964,"MD","24031",155667,103113,52554,0,66025,62679,0
1968,"MD","24031",191403,92026,84651,14726,103113,52554,0
1972,"MD","24031",235557,100228,133090,2239,92026,84651,14726
1976,"MD","24031",253772,131098,122674,0,100228,133090,2239
1980,"MD","24031",266151,105822,125515,34814,131098,122674,0
1984,"MD","24031",293870,146036,146924,910,105822,125515,34814
1988,"MD","24031",320896,165187,154191,1518,146036,146924,910
1992,"MD","24031",362613,199757,119705,43151,165187,154191,1518
1996,"MD","24031",334898,198807,117730,18361,199757,119705,43151
2000,"MD","24031",371688,232453,124580,14655,198807,117730,18361
2004,"MD","24031",415225,273936,136334,4955,232453,124580,14655
2008,"MD","24031",439261,314444,118608,6209,273936,136334,4955
2012,"MD","24031",455992,323400,123353,9239,314444,118608,6209
2016,"MD","24031",478840,357837,92704,28299,323400,123353,9239
2020,"MD","24031",533743,419569,101222,12952,357837,92704,28299
1948,"MD","24033",30024,14874,14718,432,NA,NA,NA
1952,"MD","24033",67602,29119,38060,423,14874,14718,432
1956,"MD","24033",79934,39280,40654,0,29119,38060,423
1960,"MD","24033",106830,62013,44817,0,39280,40654,0
1964,"MD","24033",128219,81806,46413,0,62013,44817,0
1968,"MD","24033",177660,71524,73269,32867,81806,46413,0
1972,"MD","24033",198410,79914,116166,2330,71524,73269,32867
1976,"MD","24033",192770,111743,81027,0,79914,116166,2330
1980,"MD","24033",193987,98757,78977,16253,111743,81027,0
1984,"MD","24033",232220,136063,95121,1036,98757,78977,16253
1988,"MD","24033",222881,133816,86545,2520,136063,95121,1036
1992,"MD","24033",256859,168691,62955,25213,133816,86545,2520
1996,"MD","24033",240302,176612,52697,10993,168691,62955,25213
2000,"MD","24033",271909,216119,49987,5803,176612,52697,10993
2004,"MD","24033",318474,260532,55532,2410,216119,49987,5803
2008,"MD","24033",374026,332396,38833,2797,260532,55532,2410
2012,"MD","24033",387744,347938,35734,4072,332396,38833,2797
2016,"MD","24033",390327,344049,32811,13467,347938,35734,4072
2020,"MD","24033",424855,379208,37090,8557,344049,32811,13467
1948,"MD","24035",4742,2660,2038,44,NA,NA,NA
1952,"MD","24035",6265,3058,3170,37,2660,2038,44
1956,"MD","24035",5962,2641,3321,0,3058,3170,37
1960,"MD","24035",6032,3126,2906,0,2641,3321,0
1964,"MD","24035",6007,4052,1955,0,3126,2906,0
1968,"MD","24035",6155,1969,2888,1298,4052,1955,0
1972,"MD","24035",6217,1712,4380,125,1969,2888,1298
1976,"MD","24035",6936,3457,3479,0,1712,4380,125
1980,"MD","24035",9112,3820,4749,543,3457,3479,0
1984,"MD","24035",9763,2938,6784,41,3820,4749,543
1988,"MD","24035",11703,3857,7803,43,2938,6784,41
1992,"MD","24035",14514,4668,6829,3017,3857,7803,43
1996,"MD","24035",13639,5054,7147,1438,4668,6829,3017
2000,"MD","24035",16761,6257,9970,534,5054,7147,1438
2004,"MD","24035",21794,7070,14489,235,6257,9970,534
2008,"MD","24035",24045,8575,15087,383,7070,14489,235
2012,"MD","24035",24888,8556,15823,509,8575,15087,383
2016,"MD","24035",26517,7973,16993,1551,8556,15823,509
2020,"MD","24035",30290,10709,18741,840,7973,16993,1551
1948,"MD","24037",4606,2293,2247,66,NA,NA,NA
1952,"MD","24037",7891,3588,4270,33,2293,2247,66
1956,"MD","24037",7779,3443,4336,0,3588,4270,33
1960,"MD","24037",8832,5752,3080,0,3443,4336,0
1964,"MD","24037",8709,5831,2878,0,5752,3080,0
1968,"MD","24037",9175,3280,3348,2547,5831,2878,0
1972,"MD","24037",11382,3571,7689,122,3280,3348,2547
1976,"MD","24037",12867,7227,5640,0,3571,7689,122
1980,"MD","24037",16056,6773,8267,1016,7227,5640,0
1984,"MD","24037",17670,6420,11201,49,6773,8267,1016
1988,"MD","24037",20290,7434,12767,89,6420,11201,49
1992,"MD","24037",25085,8931,11485,4669,7434,12767,89
1996,"MD","24037",23808,9988,11835,1985,8931,11485,4669
2000,"MD","24037",29501,11912,16856,733,9988,11835,1985
2004,"MD","24037",37916,13776,23725,415,11912,16856,733
2008,"MD","24037",44409,19023,24705,681,13776,23725,415
2012,"MD","24037",47824,19711,26797,1316,19023,24705,681
2016,"MD","24037",49833,17534,28663,3636,19711,26797,1316
2020,"MD","24037",55665,23138,30826,1701,17534,28663,3636
1948,"MD","24039",6299,3112,3129,58,NA,NA,NA
1952,"MD","24039",8103,3951,4113,39,3112,3129,58
1956,"MD","24039",7801,3031,4770,0,3951,4113,39
1960,"MD","24039",7978,3948,4030,0,3031,4770,0
1964,"MD","24039",7682,4527,3155,0,3948,4030,0
1968,"MD","24039",7047,2319,2829,1899,4527,3155,0
1972,"MD","24039",6449,2036,4342,71,2319,2829,1899
1976,"MD","24039",6726,3472,3254,0,2036,4342,71
1980,"MD","24039",6937,3342,3312,283,3472,3254,0
1984,"MD","24039",6970,2439,4508,23,3342,3312,283
1988,"MD","24039",7165,2911,4222,32,2439,4508,23
1992,"MD","24039",7936,3210,3450,1276,2911,4222,32
1996,"MD","24039",7169,3557,2919,693,3210,3450,1276
2000,"MD","24039",7604,3785,3609,210,3557,2919,693
2004,"MD","24039",8994,4034,4884,76,3785,3609,210
2008,"MD","24039",9924,4779,5037,108,4034,4884,76
2012,"MD","24039",10399,5240,5042,117,4779,5037,108
2016,"MD","24039",9898,4196,5341,361,5240,5042,117
2020,"MD","24039",10147,4241,5739,167,4196,5341,361
1948,"MD","24041",5980,2344,3585,51,NA,NA,NA
1952,"MD","24041",8395,3019,5357,19,2344,3585,51
1956,"MD","24041",8753,2735,6018,0,3019,5357,19
1960,"MD","24041",8457,3462,4995,0,2735,6018,0
1964,"MD","24041",8364,4671,3693,0,3462,4995,0
1968,"MD","24041",8883,2609,4902,1372,4671,3693,0
1972,"MD","24041",8859,2181,6620,58,2609,4902,1372
1976,"MD","24041",9563,3715,5848,0,2181,6620,58
